,attributes,price,status,adress,lat,lon
167, 300 m² construidos | 3 recs. ,"900,000",Casa en venta , León Cavallo 85 - Vallejo - Gustavo A. Madero - Distrito Federal ,19.4683297,-99.128685
168, 290 m² construidos | 4 recs. ,"718,794",Casa en venta , FARO DE ALEJANDRIA 38 - Siete Maravillas - Gustavo A. Madero - Distrito Federal ,19.5143762,-99.1450048
169, 180 m² construidos | 3 recs. ,"4,000,000",Casa en venta , Calle 319 001 - El Coyol - Gustavo A. Madero - Distrito Federal ,19.4900926,-99.0877921
170, 255 m² construidos | 5 recs. ,"2,800,000",Casa en venta , Norte 56-A 5210 - Tablas De San Agustín - Gustavo A. Madero - Distrito Federal ,19.465133,-99.1146138
171, 360 m² construidos | 4 recs. ,"3,130,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
172, 180 m² construidos | 3 recs. ,"6,200,000",Casa en venta , Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.494112,-99.1276295
173, 204 m² construidos | 4 recs. ,"2,839,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
174, 360 m² construidos | 5 recs. ,"4,200,000",Casa en venta , TLACAMICHIN 466 - Santa Isabel Tola - Gustavo A. Madero - Distrito Federal ,19.5028772,-99.1143009
175, 180 m² construidos | 4 recs. ,"4,100,000",Casa en venta , San Juan de Aragón VI Sección - Gustavo A. Madero - Distrito Federal ,19.4677043,-99.0667845
176, 270 m² construidos | 3 recs. ,"1,500,000",Casa en venta , Volcán Santa María 38 - Ampliación Providencia - Gustavo A. Madero - Distrito Federal ,19.4785446,-99.0721519
177, 300 m² construidos | 3 recs. ,"2,665,302",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
178, 476 m² construidos | 4 recs. ,"10,900,000",Casa en venta , Matanzas - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.4970395,-99.1272213
179, 74 m² construidos | 2 recs. ,"1,800,000",Casa en venta , Venta Casa - Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
180, 75 m² construidos | 2 recs. ,"645,000",Casa en venta , 4o. Andador Río San Joaquín 0 - El Arbolillo - Gustavo A. Madero - Distrito Federal ,19.5316446,-99.1481809
181, 360 m² construidos | 4 recs. ,"7,500,000",Casa en venta , Eten - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.4904673,-99.1386354
182, 303 m² construidos | 5 recs. ,"8,650,000",Casa en venta , RIOBAMBA 947 - Lindavista - Gustavo A. Madero - Distrito Federal ,19.4955338,-99.1229077
183, 217 m² construidos | 3 recs. ,"3,400,000",Casa en venta , Ampliación San Juan de Aragón - Gustavo A. Madero - Distrito Federal ,19.4753714,-99.1048072
184, 465 m² construidos | 3 recs. ,"12,800,000",Casa en venta , Avenida de los 45 metros - Planetario Lindavista - Gustavo A. Madero - Distrito Federal ,19.4938504,-99.1411118
185, 477 m² construidos | 4 recs. ,"12,900,000",Casa en venta , Caracas - Lindavista - Gustavo A. Madero - Distrito Federal ,19.5108456,-99.1422926
186, 136 m² construidos | 3 recs. ,"2,450,000",Casa en venta , Puerto Progreso 130 - Ampliación Casas Alemán - Gustavo A. Madero - Distrito Federal ,19.4790921,-99.0824946
187, 368 m² construidos | 5 recs. ,"7,800,000",Casa en venta , Prolongación de Turquesa 33 - Estrella - Gustavo A. Madero - Distrito Federal ,19.4724848,-99.1158688
188, 262 m² construidos | 6 recs. ,"2,400,000",Casa en venta , Edo. de Querétaro 42 - Providencia - Gustavo A. Madero - Distrito Federal ,19.4822354,-99.0678336
189, 600 m² construidos | 3 recs. ,"3,956,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
190, 220 m² construidos | 4 recs. ,"1,370,020",Casa en venta , CHICLAYO 967 - Lindavista - Gustavo A. Madero - Distrito Federal ,19.4971922,-99.1245386
191, 193 m² construidos | 6 recs. ,"4,200,000",Casa en venta , Peñas de los Baños 3a Cerrada de la Av. 601 Casa 3 Lt.8 - San Juan De Aragón - Gustavo A. Madero - Distrito Federal ,37.0582786,-120.8499151
192, 244 m² construidos | 5 recs. ,"5,200,000",Casa en venta , Turmalina - Estrella - Gustavo A. Madero - Distrito Federal ,19.4745274,-99.1146477
193, 213 m² construidos | 8 recs. ,"3,300,000",Casa en venta , Cerrada Emiliano Zapata Manzana 282A Lote 20 - San Felipe De Jesús - Gustavo A. Madero - Distrito Federal ,19.4912471,-99.0851662
194, 200 m² construidos | 4 recs. ,"6,500,000",Casa en venta , Norte 7-a 4702 - Defensores De La República - Gustavo A. Madero - Distrito Federal ,19.4758671,-99.1448011
195, 406 m² construidos | 4 recs. ,"8,000,000",Casa en venta , La Hormiga - Tepeyac Insurgentes - Gustavo A. Madero - Distrito Federal ,19.4817173,-99.1263856
196, 230 m² construidos | 6 recs. ,"6,500,000",Casa en venta , Arroyo de Ahuehuetes 0 - Residencial La Escalera - Gustavo A. Madero - Distrito Federal ,19.5108176,-99.1395396
197, 126 m² construidos | 3 recs. ,"2,350,000",Casa en venta , Leon Cavallo 0 - Vallejo - Gustavo A. Madero - Distrito Federal ,19.4689879,-99.1307623
198, 168 m² construidos | 4 recs. ,"5,500,000",Casa en venta , Acueducto De Guadalupe - Gustavo A. Madero - Distrito Federal ,19.5232329,-99.1490745
199, 320 m² construidos | 4 recs. ,"8,650,000",Casa en venta , LIMA - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.4915664,-99.1281871
200, 380 m² construidos | 5 recs. ,"7,800,000",Casa en venta , Lindavista - Gustavo A. Madero - Distrito Federal ,19.5037694,-99.1324282
201, 369 m² construidos | 3 recs. ,"6,900,000",Casa en venta , Valle Del Tepeyac - Gustavo A. Madero - Distrito Federal ,19.4882202,-99.1421561
202, 514 m² construidos | 7 recs. ,"10,850,000",Casa en venta , Salaverry - Lindavista - Gustavo A. Madero - Distrito Federal ,19.5011543,-99.1273622
203, 298 m² construidos | 4 recs. ,"8,995,000",Casa en venta , Callao - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.4895261,-99.1254258
204, 292 m² construidos | 6 recs. ,"6,500,000",Casa en venta , Bartolo Vergara 70 - Guadalupe Insurgentes - Gustavo A. Madero - Distrito Federal ,19.4729499,-99.1339814
205, 245 m² construidos | 3 recs. ,"5,300,000",Casa en venta , Mollendo 984 - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.4901663,-99.1322521
206, 473 m² construidos | 5 recs. ,"3,800,000",Casa en venta , JOSÉ MARÍA MATA - Constitución De La República - Gustavo A. Madero - Distrito Federal ,19.4842339,-99.1003219
207, 320 m² construidos | 3 recs. ,"8,200,000",Casa en venta , Managua 871 - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.4961987,-99.1287663
208, 447 m² construidos | 4 recs. ,"3,130,000,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
209, 464 m² construidos | 4 recs. ,"26,700,000",Casa en venta , Prolongacion Xochiquetzal - Santa Isabel Tola - Gustavo A. Madero - Distrito Federal ,19.496788,-99.1125446
210, 170 m² construidos | 3 recs. ,"3,980,000",Casa en venta , Villa de Aragon - Villa De Aragón - Gustavo A. Madero - Distrito Federal ,19.4672793,-99.0605643
211, 233 m² construidos | 3 recs. ,"4,500,000",Casa en venta , Residencial Acueducto de Guadalupe - Gustavo A. Madero - Distrito Federal ,19.5232329,-99.1490745
212, 250 m² construidos | 3 recs. ,"8,000,000",Casa en venta , Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.494112,-99.1276295
213, 239 m² construidos | 4 recs. ,"4,600,000",Casa en venta , Calle 38 A - Santa Rosa - Gustavo A. Madero - Distrito Federal ,19.5257464,-99.1716095
214, 410 m² construidos | 4 recs. ,"11,000,000",Casa en venta , Recife - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.4910669,-99.1380384
215, 290 m² construidos | 4 recs. ,"760,000",Casa en venta , CALLE 317 31 - El Coyol - Gustavo A. Madero - Distrito Federal ,19.4890198,-99.088645
216, 190 m² construidos | 3 recs. ,"900,000",Casa en venta , León Cavallo 78 - Vallejo - Gustavo A. Madero - Distrito Federal ,19.4680879,-99.1284833
217, 267 m² construidos | 3 recs. ,"6,250,000",Casa en venta , Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.494112,-99.1276295
218, 403 m² construidos | 4 recs. ,"6,397,500",Casa en venta , Av.de los cien metros - Vallejo - Gustavo A. Madero - Distrito Federal ,19.4832889,-99.1495503
219, 226 m² construidos | 4 recs. ,"7,190,000",Casa en venta , Norte 19A - Nueva Vallejo - Gustavo A. Madero - Distrito Federal ,19.4845593,-99.1485737
220, 254 m² construidos | 3 recs. ,"4,950,000",Casa en venta , Granate - Estrella - Gustavo A. Madero - Distrito Federal ,19.472989,-99.1180152
221, 364 m² construidos | 5 recs. ,"5,250,000",Casa en venta , Santa Isabel Tola - Gustavo A. Madero - Distrito Federal ,19.4977577,-99.113797
222, 151 m² construidos | 3 recs. ,"1,850,000",Casa en venta , Guadalupe Proletaria - Gustavo A. Madero - Distrito Federal ,19.5202827,-99.1487381
223, 200 m² construidos | 4 recs. ,"2,350,000",Casa en venta , La Casilda - Gustavo A. Madero - Distrito Federal ,19.5554408,-99.1241711
224, 360 m² construidos | 4 recs. ,"3,000,000",Casa en venta , Avenida 508 30 - San Juan de Aragón I Sección - Gustavo A. Madero - Distrito Federal ,19.4625526,-99.092335
225, 180 m² construidos | 3 recs. ,"6,500,000",Casa en venta , Poniente 126 - Nueva Vallejo - Gustavo A. Madero - Distrito Federal ,19.4863179,-99.1477199
226, 500 m² construidos | 4 recs. ,"15,200,000",Casa en venta , San Bartolo Atepehuacan - Gustavo A. Madero - Distrito Federal ,19.4925705,-99.1435398
227, 358 m² construidos | 6 recs. ,"3,800,000",Casa en venta , 22 118 - Guadalupe Proletaria - Gustavo A. Madero - Distrito Federal ,19.5221801,-99.1553016
228, 125 m² construidos | 4 recs. ,"2,150,000",Casa en venta , Rio San Pedro - Jorge Negrete - Gustavo A. Madero - Distrito Federal ,19.5289349,-99.1464039
229, 80 m² construidos | 3 recs. ,"2,000,000",Casa en venta , AV HENRY FORD 351 - Bondojito - Gustavo A. Madero - Distrito Federal ,19.4662379,-99.1084775
230, 400 m² construidos | 4 recs. ,"4,950,000",Casa en venta , Poniente - Magdalena De Las Salinas - Gustavo A. Madero - Distrito Federal ,19.4813447,-99.146999
231, 382 m² construidos | 3 recs. ,"3,000,000",Casa en venta , COQUIMBO 680 - Lindavista - Gustavo A. Madero - Distrito Federal ,19.4874448,-99.1279073
232, 430 m² construidos ,"8,200,000",Casa en venta , Chiclayo 680 - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,19.4894379,-99.1312825
233, 230 m² construidos | 3 recs. ,"2,650,000",Casa en venta , NORTE 19 5222 - Nueva Vallejo - Gustavo A. Madero - Distrito Federal ,19.4855042,-99.1479894
234, 411 m² construidos | 4 recs. ,"6,499,999",Casa en venta , cuauhtemoc 38 - Aragón - Gustavo A. Madero - Distrito Federal ,19.4811222,-99.1163255
235, 634 m² construidos | 7 recs. ,"6,900,000",Casa en venta , Calle 28 101 - Progreso Nacional - Gustavo A. Madero - Distrito Federal ,19.5191104,-99.1545448
236, 260 m² construidos | 3 recs. ,"5,500,000",Casa en venta , Venta Casa - Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
237, 528 m² construidos | 3 recs. ,"3,400,000",Casa en venta , Norte 9 A 5143 - Panamericana - Gustavo A. Madero - Distrito Federal ,19.4822413,-99.1442965
238, 235 m² construidos | 3 recs. ,"2,450,469",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
239, 256 m² construidos | 3 recs. ,"3,500,000",Casa en venta , NORTE 66 - Mártires De Río Blanco - Gustavo A. Madero - Distrito Federal ,19.4606618,-99.1110528
240, 136 m² construidos | 3 recs. ,"2,450,000",Casa en venta , Puerto Progreso 124 - Casas Alemán Amp - Gustavo A. Madero - Distrito Federal ,19.4789855,-99.0826287
241, 306 m² construidos | 3 recs. ,"5,200,000",Casa en venta , Villa Gustavo A. Madero - Gustavo A. Madero - Distrito Federal ,19.4824369,-99.1130974
242, 258 m² construidos | 4 recs. ,"8,450,000",Casa en venta , Lindavista - Gustavo A. Madero - Distrito Federal ,19.5037694,-99.1324282
243, 382 m² construidos | 4 recs. ,"13,300,000",Casa en venta , Managua - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,19.4936024,-99.1309361
244, 240 m² construidos | 3 recs. ,"4,500,000",Casa en venta , Santa Isabel Tola - Gustavo A. Madero - Distrito Federal ,19.4977577,-99.113797
245, 215 m² construidos | 4 recs. ,"3,700,000",Casa en venta , Jorge Negrete - Gustavo A. Madero - Distrito Federal ,19.5264606,-99.1435398
246, 345 m² construidos | 6 recs. ,"6,500,000",Casa en venta , Puerto de la Paz 1 - Casas Alemán Amp - Gustavo A. Madero - Distrito Federal ,19.4757639,-99.087586
247, 200 m² construidos | 4 recs. ,"5,800,000",Casa en venta , oriente 153 3210 - Salvador Díaz Mirón - Gustavo A. Madero - Distrito Federal ,19.487256,-99.1018565
248, 185 m² construidos | 4 recs. ,"1,941,216",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
249, 450 m² construidos | 3 recs. ,"13,000,000",Casa en venta , Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.494112,-99.1276295
250, 470 m² construidos | 4 recs. ,"9,200,000",Casa en venta , Chiclayo - Lindavista - Gustavo A. Madero - Distrito Federal ,19.4920639,-99.1288606
251, 245 m² construidos | 4 recs. ,"2,692,303",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
252, 358 m² construidos | 4 recs. ,"7,500,000",Casa en venta , Eten - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,19.4920746,-99.1383258
253, 475 m² construidos | 6 recs. ,"5,600,000",Casa en venta , 1531 28 - San Juan De Aragón 6a Secc. - Gustavo A. Madero - Distrito Federal ,19.4686303,-99.0923614
254, 190 m² construidos | 4 recs. ,"5,950,000",Casa en venta , Guayaquil 11 - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,19.4941153,-99.1343953
255, 384 m² construidos | 7 recs. ,"9,000,000",Casa en venta , Matanzas - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.4970395,-99.1272213
256, 390 m² construidos | 5 recs. ,"2,800,000",Casa en venta , Cerrada Borondín 0 - Vallejo - Gustavo A. Madero - Distrito Federal ,19.4675927,-99.1421561
257, 186 m² construidos | 4 recs. ,"564,000",Casa en venta , CAMINA A LA ENSEÑANZA 0 - Campestre Aragón - Gustavo A. Madero - Distrito Federal ,19.4840308,-99.0798513
258, 370 m² construidos | 4 recs. ,"5,568,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
259, 466 m² de terreno | 8 recs. ,"9,250,000",Casa en venta , Casa muy Amplia y con Excelente Ubicación en Gustavo A. Madero - San Pedro El Chico - Gustavo A. Madero - Distrito Federal ,19.4713346,-99.0977366
260, 70 m² construidos | 2 recs. ,"686,000",Casa en venta , TENAYUCA 551 - Zona Escolar - Gustavo A. Madero - Distrito Federal ,19.528353,-99.1639804
261, 285 m² construidos ,"4,300,000",Casa en venta , Jose Maria Mata - Constitución De La República - Gustavo A. Madero - Distrito Federal ,19.4842339,-99.1003219
262, 180 m² construidos | 3 recs. ,"1,150,000",Casa en venta , Turquesa 43 - Estrella - Gustavo A. Madero - Distrito Federal ,19.4727725,-99.1157077
263, 240 m² construidos | 3 recs. ,"4,500,000",Casa en venta , Tepetates - Santa Isabel Tola - Gustavo A. Madero - Distrito Federal ,19.4929862,-99.1134512
264, 165 m² construidos | 3 recs. ,"2,600,000",Casa en venta , Calle 1505 45 - San Juan De Aragón 6a Secc. - Gustavo A. Madero - Distrito Federal ,19.4675997,-99.0703503
265, 170 m² construidos | 3 recs. ,"6,200,000",Casa en venta , Residencial Zacatenco - Gustavo A. Madero - Distrito Federal ,19.5002857,-99.1220962
266, 240 m² construidos | 3 recs. ,"5,600,000",Casa en venta , San Pedro Zacatenco - Gustavo A. Madero - Distrito Federal ,19.5069515,-99.1214045
267, 990 m² construidos | 4 recs. ,"11,900,000",Casa en venta , Garrido 131 - Villa Gustavo A. Madero - Gustavo A. Madero - Distrito Federal ,19.4821859,-99.1158557
268, 457 m² construidos | 3 recs. ,"8,200,000",Casa en venta , 6 de Octubre 25 - San Bartolo Atepehuacan - Gustavo A. Madero - Distrito Federal ,19.4919861,-99.1434857
269, 168 m² construidos | 4 recs. ,"5,501,000",Casa en venta , Acueducto De Guadalupe - Gustavo A. Madero - Distrito Federal ,19.5232329,-99.1490745
270, 265 m² construidos | 4 recs. ,"1,941,216",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
271, 110 m² construidos | 3 recs. ,"2,600,000",Casa en venta , Temaca 0 - Aragón Inguaran - Gustavo A. Madero - Distrito Federal ,19.4710381,-99.1079434
272, 166 m² construidos | 3 recs. ,"4,200,000",Casa en venta , ARAGON000 - Villa De Aragón - Gustavo A. Madero - Distrito Federal ,19.4672793,-99.0605643
273, 136 m² construidos | 3 recs. ,"2,325,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
274, 600 m² construidos | 4 recs. ,"6,400,000",Casa en venta , La Malinche - Gustavo A. Madero - Distrito Federal ,19.4521469,-99.1051529
275, 210 m² construidos | 4 recs. ,"991,298",Casa en venta , Sosola 566 - Valle Del Tepeyac - Gustavo A. Madero - Distrito Federal ,19.4882662,-99.1417021
276, 255 m² construidos | 5 recs. ,"2,800,000",Casa en venta , Norte 56-A 5203 - Tablas De San Agustín - Gustavo A. Madero - Distrito Federal ,19.4649797,-99.114493
277, 222 m² construidos | 3 recs. ,"4,800,000",Casa en venta , Guadalupe Victoria - Gustavo A. Madero - Distrito Federal ,19.4706794,-99.1393889
278, 231 m² construidos | 7 recs. ,"2,500,000",Casa en venta , Loma La Palma - Gustavo A. Madero - Distrito Federal ,19.5551602,-99.1442316
279, 400 m² de terreno | 4 recs. ,"12,630,000",Casa en venta , Casa muy Amplia en Colonia Lindavista - Gustavo A. Madero - Distrito Federal ,19.5037694,-99.1324282
280, 370 m² construidos | 5 recs. ,"3,900,000",Casa en venta , Polar - Tepeyac Insurgentes - Gustavo A. Madero - Distrito Federal ,19.4803043,-99.1254627
281, 447 m² construidos | 4 recs. ,"4,600,000",Casa en venta , Managua 725 - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,19.4924435,-99.1318217
282, 570 m² construidos | 4 recs. ,"6,300,000",Casa en venta , Del Pielago - Residencial Acueducto de Guadalupe - Gustavo A. Madero - Distrito Federal ,19.5260344,-99.1548685
283, 220 m² construidos | 3 recs. ,"860,000",Casa en venta , DEL GOLFO 00 - Acueducto De Guadalupe - Gustavo A. Madero - Distrito Federal ,19.5245668,-99.1526169
284, 215 m² construidos | 4 recs. ,"3,700,000",Casa en venta , Jorge Negrete - Gustavo A. Madero - Distrito Federal ,19.5264606,-99.1435398
285, 357 m² construidos | 3 recs. ,"3,900,000",Casa en venta , Chiconautla Mz. 17 -1 Lt. 5 - Santa Isabel Tola - Gustavo A. Madero - Distrito Federal ,19.4989607,-99.1098439
286, 245 m² construidos | 4 recs. ,"4,600,000",Casa en venta , Ambato - Gustavo A. Madero - Distrito Federal ,19.5000712,-99.1288767
287, 201 m² construidos | 3 recs. ,"4,500,000",Casa en venta , Guadalupe Victoria - Gustavo A. Madero - Distrito Federal ,19.4706794,-99.1393889
288, 230 m² construidos | 5 recs. ,"6,500,000",Casa en venta , Arroyo de Ahuehuetes null - Residencial La Escalera - Gustavo A. Madero - Distrito Federal ,19.5108176,-99.1395396
289, 540 m² construidos ,"5,500,000",Casa en venta , San Juan de Aragón III Sección - Gustavo A. Madero - Distrito Federal ,19.4526915,-99.0723139
290, 168 m² construidos | 4 recs. ,"5,500,001",Casa en venta , Acueducto De Guadalupe - Gustavo A. Madero - Distrito Federal ,19.5232329,-99.1490745
291, 265 m² construidos | 4 recs. ,"3,031,061",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
292, 288 m² construidos | 4 recs. ,"6,500,000",Casa en venta , Cienfuegos - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,19.4927791,-99.1298287
293, 150 m² construidos | 5 recs. ,"3,999,999",Casa en venta , NORTE 70 5847 - Bondojito - Gustavo A. Madero - Distrito Federal ,19.4676335,-99.1068865
294, 200 m² construidos | 3 recs. ,"10,950,000",Casa en venta , Uruyen 55 - Torres Lindavista - Gustavo A. Madero - Distrito Federal ,19.5121693,-99.1441736
295, 130 m² construidos | 3 recs. ,"569,030",Casa en venta , CALLE 313 00 - El Coyol - Gustavo A. Madero - Distrito Federal ,19.4881312,-99.0900856
296, 60 m² construidos | 2 recs. ,"1,150,100",Casa en venta , Insurgentes Norte 1260 - Capultitlán - Gustavo A. Madero - Distrito Federal ,19.4775147,-99.133055
297, 204 m² construidos | 3 recs. ,"2,839,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
298, 246 m² construidos | 3 recs. ,"8,850,000",Casa en venta , Chiclayo 1 - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.4920639,-99.1288606
299, 168 m² construidos | 4 recs. ,"5,500,003",Casa en venta , Acueducto De Guadalupe - Gustavo A. Madero - Distrito Federal ,19.5232329,-99.1490745
300, 300 m² construidos | 4 recs. ,"3,928,000",Casa en venta , Del Bosque - Gustavo A. Madero - Distrito Federal ,19.5441434,-99.1435398
301, 181 m² construidos | 3 recs. ,"4,290,000",Casa en venta , Huancayo 0 - Colonia Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.4940109,-99.1393224
302, 220 m² construidos | 3 recs. ,"798,500",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
303, 399 m² construidos | 10 recs. ,"7,800,000",Casa en venta , Francisco Tamagno 187 - Vallejo - Gustavo A. Madero - Distrito Federal ,19.4653435,-99.1330792
304, 168 m² construidos | 4 recs. ,"5,500,000",Casa en venta , Acueducto De Guadalupe - Gustavo A. Madero - Distrito Federal ,19.5232329,-99.1490745
305, 165 m² construidos | 3 recs. ,"2,742,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
306, 194 m² construidos | 4 recs. ,"1,350,000",Casa en venta , HUASTECA 0 - Industrial - Gustavo A. Madero - Distrito Federal ,19.4725932,-99.1250777
307, 270 m² construidos | 3 recs. ,"1,850,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
308, 160 m² construidos | 3 recs. ,"1,098,500",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
309, 300 m² construidos | 4 recs. ,"1,398,500",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
310, 250 m² construidos | 3 recs. ,"3,380,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
311, 180 m² construidos | 3 recs. ,"1,188,500",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
312, 137 m² construidos | 2 recs. ,"3,700,000",Casa en venta , JADE 15 - Estrella - Gustavo A. Madero - Distrito Federal ,19.4725065,-99.1175683
313, 184 m² construidos | 3 recs. ,"1,643,800",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
314, 233 m² construidos ,"5,700,000",Casa en venta , Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.494112,-99.1276295
315, 270 m² construidos | 3 recs. ,"3,308,816",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
316, 300 m² construidos | 4 recs. ,"12,380,000",Casa en venta , pernambuco 00 - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.4913741,-99.1256585
317, 190 m² construidos | 3 recs. ,"900,000",Casa en venta , León Cavallo 78 - Vallejo - Gustavo A. Madero - Distrito Federal ,19.4680879,-99.1284833
318, 560 m² construidos | 1 rec. ,"8,900,000",Casa en venta , Privada de Francisco moreno - Villa Gustavo A. Madero - Gustavo A. Madero - Distrito Federal ,19.4816996,-99.1104889
319, 370 m² construidos | 4 recs. ,"3,429,282,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
320, 194 m² construidos | 3 recs. ,"1,100,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
321, 599 m² construidos | 4 recs. ,"4,180,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
322, 235 m² construidos | 3 recs. ,"1,295,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
323, 301 m² construidos | 3 recs. ,"5,980,000",Casa en venta , Turmalina - Estrella - Gustavo A. Madero - Distrito Federal ,19.4745274,-99.1146477
324, 120 m² construidos | 4 recs. ,"1,285,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
325, 120 m² construidos | 3 recs. ,"2,045,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
326, 270 m² construidos | 3 recs. ,"1,675,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
327, 160 m² construidos | 3 recs. ,"1,621,193",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
328, 234 m² construidos | 3 recs. ,"1,604,082",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
329, 160 m² construidos | 3 recs. ,"5,543,125",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
330, 165 m² construidos | 4 recs. ,"1,248,500",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
331, 115 m² construidos | 3 recs. ,"6,500,000",Casa en venta , Coquimbo 0 - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,19.488592,-99.127119
332, 447 m² construidos | 3 recs. ,"3,130,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
333, 416 m² construidos | 4 recs. ,"13,000,000",Casa en venta , Oruro 20 - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,19.4906193,-99.1288615
334, 227 m² construidos | 3 recs. ,"1,842,128",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
335, 340 m² construidos | 4 recs. ,"4,200,000",Casa en venta , Ingeniero Braulio Martínez 2 - Guadalupe Insurgentes - Gustavo A. Madero - Distrito Federal ,19.470947,-99.1343466
336, 200 m² construidos | 5 recs. ,"3,400,000",Casa en venta , NORTE 24 00 - Industrial - Gustavo A. Madero - Distrito Federal ,19.4736233,-99.1248628
337, 222 m² construidos | 3 recs. ,"5,550,000",Casa en venta , CATAMARCA - Residencial Zacatenco - Gustavo A. Madero - Distrito Federal ,19.5034532,-99.1258998
338, 164 m² construidos | 3 recs. ,"2,596,500",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
339, 447 m² construidos | 4 recs. ,"3,130,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
340, 120 m² construidos | 4 recs. ,"1,292,576",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
341, 131 m² construidos | 2 recs. ,"1,842,128",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
342, 245 m² construidos | 4 recs. ,"4,975,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
343, 70 m² construidos | 2 recs. ,"1,505,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
