attributes,price,status,adress,link
 200 m² construidos | 4 recs. ,"6,500,000",Casa en venta , Norte 7-a 4702 - Defensores De La República - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-826926682-vallejo-y-cuitlahuac-excelente-propiedad-en-venta-_JM#position=2&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 406 m² construidos | 4 recs. ,"8,000,000",Casa en venta , La Hormiga - Tepeyac Insurgentes - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852383533-rcv-2032-casa-en-venta-colonia-tepeyac-insurgentes-en-gustavo-a-madero-_JM#position=3&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 230 m² construidos | 6 recs. ,"6,500,000",Casa en venta , Arroyo de Ahuehuetes 0 - Residencial La Escalera - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-842187859-excelente-casa-en-venta-en-lindavista-cdmx-_JM#position=4&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 126 m² construidos | 3 recs. ,"2,350,000",Casa en venta , Leon Cavallo 0 - Vallejo - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-751991866-casa-en-condominio-en-venta-colonia-vallejo-_JM#position=5&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 168 m² construidos | 4 recs. ,"5,500,000",Casa en venta , Acueducto De Guadalupe - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-847815092-casa-en-venta-en-acueducto-de-guadalupe-ff-20-2444-1-_JM#position=6&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 320 m² construidos | 4 recs. ,"8,650,000",Casa en venta , LIMA - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-833475555-venta-casa-lindavista-_JM#position=7&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 380 m² construidos | 5 recs. ,"7,800,000",Casa en venta , Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-811621993-casa-sola-en-venta-lindavista-_JM#position=8&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 369 m² construidos | 3 recs. ,"6,900,000",Casa en venta , Valle Del Tepeyac - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-832442563-casa-en-venta-en-valle-del-tepeyac-_JM#position=9&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 514 m² construidos | 7 recs. ,"10,850,000",Casa en venta , Salaverry - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-848588399-rcv-1791-casa-en-venta-colonia-lindavista-en-gustavo-a-madero-_JM#position=10&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 298 m² construidos | 4 recs. ,"8,995,000",Casa en venta , Callao - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-825097512-casa-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM#position=11&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 292 m² construidos | 6 recs. ,"6,500,000",Casa en venta , Bartolo Vergara 70 - Guadalupe Insurgentes - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-793838240-casa-en-venta-bien-ubicada-grande-e-iluminada-_JM#position=12&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 245 m² construidos | 3 recs. ,"5,300,000",Casa en venta , Mollendo 984 - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-822090574-casa-en-venta-lindavista-norte-gustavo-a-madero-_JM#position=13&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 473 m² construidos | 5 recs. ,"3,800,000",Casa en venta , JOSÉ MARÍA MATA - Constitución De La República - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-798578922-casa-en-venta-en-gustavo-a-madero-jose-maria-mata-_JM#position=14&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 320 m² construidos | 3 recs. ,"8,200,000",Casa en venta , Managua 871 - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-870865713-casa-en-venta-en-lindavista-_JM#position=15&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 447 m² construidos | 4 recs. ,"3,130,000,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852199238-venta-de-casa-en-remate-inmobiliario-cesion-de-derechos-_JM#position=16&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 464 m² construidos | 4 recs. ,"26,700,000",Casa en venta , Prolongacion Xochiquetzal - Santa Isabel Tola - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-825097545-casa-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM#position=17&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 170 m² construidos | 3 recs. ,"3,980,000",Casa en venta , Villa de Aragon - Villa De Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-866690043-casa-en-venta-en-villa-de-aragon-villa-de-aragon-gustavo-a-_JM#position=18&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 233 m² construidos | 3 recs. ,"4,500,000",Casa en venta , Residencial Acueducto de Guadalupe - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-849535645-rcv-1715-casa-en-venta-residencial-acueducto-de-guadalupe-en-gustavo-a-madero-_JM#position=19&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 250 m² construidos | 3 recs. ,"8,000,000",Casa en venta , Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-839816916-casa-en-lindavista-norte-_JM#position=20&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 239 m² construidos | 4 recs. ,"4,600,000",Casa en venta , Calle 38 A - Santa Rosa - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-820461703-casa-de-4-recamaras-y-espacio-para-tres-autos-_JM#position=21&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 410 m² construidos | 4 recs. ,"11,000,000",Casa en venta , Recife - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-871124529-recife-683-esq-montevideo-lindavista-norte-_JM#position=22&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 290 m² construidos | 4 recs. ,"760,000",Casa en venta , CALLE 317 31 - El Coyol - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-825993442-casa-en-el-coyol-gustavo-a-madero-remate-bancario-_JM#position=23&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 190 m² construidos | 3 recs. ,"900,000",Casa en venta , León Cavallo 78 - Vallejo - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-765939326-remate-casa-de-3-recamaras-en-vallejo-_JM#position=24&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 267 m² construidos | 3 recs. ,"6,250,000",Casa en venta , Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-844628314-casa-en-venta-en-lindavista-_JM#position=25&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 403 m² construidos | 4 recs. ,"6,397,500",Casa en venta , Av.de los cien metros - Vallejo - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-795051030-casa-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM#position=26&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 226 m² construidos | 4 recs. ,"7,190,000",Casa en venta , Norte 19A - Nueva Vallejo - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-825100827-casa-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM#position=27&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 254 m² construidos | 3 recs. ,"4,950,000",Casa en venta , Granate - Estrella - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-860255908-rcv-2051-casa-en-venta-de-productos-en-colonia-estrella-_JM#position=28&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 364 m² construidos | 5 recs. ,"5,250,000",Casa en venta , Santa Isabel Tola - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-856979063-casa-en-venta-col-santa-isabel-tola-_JM#position=29&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 151 m² construidos | 3 recs. ,"1,850,000",Casa en venta , Guadalupe Proletaria - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-849291535-casa-en-venta-en-guadalupe-proletaria-gustavo-a-madero-cdmx-para-remodelar-_JM#position=30&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 200 m² construidos | 4 recs. ,"2,350,000",Casa en venta , La Casilda - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-849325559-casa-en-venta-col-la-casilda-alcaldia-gustavo-a-madero-ciudad-de-mexico-_JM#position=31&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 360 m² construidos | 4 recs. ,"3,000,000",Casa en venta , Avenida 508 30 - San Juan de Aragón I Sección - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-784272684-remate-de-casa-4-recamaras-col-san-juan-de-aragon-_JM#position=32&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 180 m² construidos | 3 recs. ,"6,500,000",Casa en venta , Poniente 126 - Nueva Vallejo - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-825100776-casa-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM#position=33&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 500 m² construidos | 4 recs. ,"15,200,000",Casa en venta , San Bartolo Atepehuacan - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-822059279-casa-en-venta-san-bartolo-atepehuacan-s-_JM#position=34&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 358 m² construidos | 6 recs. ,"3,800,000",Casa en venta , 22 118 - Guadalupe Proletaria - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-800326905-casa-en-venta-col-guadalupe-proletaria-gustavo-a-madero-_JM#position=35&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 125 m² construidos | 4 recs. ,"2,150,000",Casa en venta , Rio San Pedro - Jorge Negrete - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-827288456-rcv9947-jorge-negrete-el-arbolillo-u-hab-comoda-casa-en-venta-_JM#position=36&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 80 m² construidos | 3 recs. ,"2,000,000",Casa en venta , AV HENRY FORD 351 - Bondojito - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-823202761-remato-depto-adjudicado-metro-bondojito-gam-exp9605-_JM#position=37&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 400 m² construidos | 4 recs. ,"4,950,000",Casa en venta , Poniente - Magdalena De Las Salinas - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-793825847-se-vende-casa-en-col-magdalena-de-las-salinas-_JM#position=38&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 382 m² construidos | 3 recs. ,"3,000,000",Casa en venta , COQUIMBO 680 - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-785215425-remate-de-casa-de-3-recamaras-col-lindavista-_JM#position=39&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 430 m² construidos ,"8,200,000",Casa en venta , Chiclayo 680 - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-870867222-casa-en-venta-en-lindavista-_JM#position=40&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 230 m² construidos | 3 recs. ,"2,650,000",Casa en venta , NORTE 19 5222 - Nueva Vallejo - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-785221728-remate-casa-de-3-recamaras-col-nueva-vallejo-_JM#position=41&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 411 m² construidos | 4 recs. ,"6,499,999",Casa en venta , cuauhtemoc 38 - Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-832688402-casa-en-excelente-ubicacion-_JM#position=42&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 634 m² construidos | 7 recs. ,"6,900,000",Casa en venta , Calle 28 101 - Progreso Nacional - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-793813319-casa-en-venta-en-guadalupe-proletaria-gustavo-a-madero-cdmx-_JM#position=43&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 260 m² construidos | 3 recs. ,"5,500,000",Casa en venta , Venta Casa - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-872546468-venta-casa-en-lindavista-norte-gustavo-a-madero-_JM#position=44&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 528 m² construidos | 3 recs. ,"3,400,000",Casa en venta , Norte 9 A 5143 - Panamericana - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-793835591-casa-en-venta-en-col-panamericana-_JM#position=45&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 235 m² construidos | 3 recs. ,"2,450,469",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852186431-casa-en-san-juan-de-aragon-i-seccion-mx20-jl9474-_JM#position=46&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 256 m² construidos | 3 recs. ,"3,500,000",Casa en venta , NORTE 66 - Mártires De Río Blanco - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-796410479-venta-de-casa-gustavo-a-madero-_JM#position=47&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 136 m² construidos | 3 recs. ,"2,450,000",Casa en venta , Puerto Progreso 124 - Casas Alemán Amp - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-765944638-remate-casa-3-recamaras-en-casas-aleman-ampl-_JM#position=48&type=item&tracking_id=9a532e83-1062-4ebc-874f-298e3a9bbbc9
 306 m² construidos | 3 recs. ,"5,200,000",Casa en venta , Villa Gustavo A. Madero - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852157154-rcv-2018-casa-en-venta-colonia-villa-gustavo-a-madero-_JM#position=1&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 258 m² construidos | 4 recs. ,"8,450,000",Casa en venta , Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852166183-rcv-2019-casa-en-venta-colonia-lindavista-en-gustavo-a-madero-_JM#position=2&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 382 m² construidos | 4 recs. ,"13,300,000",Casa en venta , Managua - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-872672433-managua-lindavista-sur-_JM#position=3&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 240 m² construidos | 3 recs. ,"4,500,000",Casa en venta , Santa Isabel Tola - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-839807922-casa-en-santa-isabe-tola-_JM#position=4&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 215 m² cubiertos | 4 recs. ,"3,700,000",Casa en venta , Jorge Negrete - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-833490049-casa-sola-en-venta-gam-se-aceptan-creditos-_JM#position=5&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 345 m² construidos | 6 habs. ,"6,500,000",Casa en venta , Puerto de la Paz 1 - Casas Alemán Amp - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-860427825-esquina-con-4-locales-comerciales-_JM#position=6&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 200 m² cubiertos | 4 recs. ,"5,800,000",Casa en venta , oriente 153 3210 - Salvador Díaz Mirón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-864907060-casa-en-venta-salvador-diaz-miron-_JM#position=7&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 185 m² cubiertos | 4 habs. ,"1,941,216",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-863823620-casa-en-defensores-de-la-republica-mx21-jt4164-_JM#position=8&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 450 m² cubiertos | 3 habs. ,"13,000,000",Casa en venta , Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-866061012-lindavista-gustavo-a-madera-cdmx-_JM#position=9&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 470 m² construidos | 4 recs. ,"9,200,000",Casa en venta , Chiclayo - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852152247-rcv-2013-casa-en-venta-colonia-lindavista-en-gustavo-a-madero-_JM#position=10&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 245 m² construidos | 4 recs. ,"2,692,303",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852198124-casa-en-lindavista-norte-mx20-jj6479-_JM#position=11&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 358 m² construidos | 4 recs. ,"7,500,000",Casa en venta , Eten - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-864487678-eten-lindavista-sur-_JM#position=12&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 475 m² construidos | 6 recs. ,"5,600,000",Casa en venta , 1531 28 - San Juan De Aragón 6a Secc. - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-860235621-casa-con-2-departamentos-en-san-juan-de-aragon-6ta-_JM#position=13&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 190 m² construidos | 4 recs. ,"5,950,000",Casa en venta , Guayaquil 11 - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-806469623-casa-guayaquil-11-en-venta-col-lindavista-sur-_JM#position=14&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 384 m² cubiertos | 7 habs. ,"9,000,000",Casa en venta , Matanzas - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-861802615-matanzas-670-esq-av-montevideo-lindavista-norte-gam-_JM#position=15&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 390 m² cubiertos | 5 habs. ,"2,800,000",Casa en venta , Cerrada Borondín 0 - Vallejo - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-869062743-casa-de-recuperacion-hipotecaria-col-vallejo-_JM#position=16&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 186 m² cubiertos | 4 habs. ,"564,000",Casa en venta , CAMINA A LA ENSEÑANZA 0 - Campestre Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-862000585-amplia-casa-en-campestre-aragon-a-10-min-metro-impulsora-_JM#position=17&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 370 m² cubiertos | 4 habs. ,"5,568,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852179434-casa-en-residencial-zacatenco-mx20-jp9311-_JM#position=18&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 466 m² de terreno | 8 recs. ,"9,250,000",Casa en venta , Casa muy Amplia y con Excelente Ubicación en Gustavo A. Madero - San Pedro El Chico - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-870973075-casa-san-pedro-el-chico-_JM#position=19&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 70 m² construidos | 2 recs. ,"686,000",Casa en venta , TENAYUCA 551 - Zona Escolar - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-835471491-departamento-tenayuca-551-remate-bancario-raga1010-_JM#position=20&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 285 m² construidos ,"4,300,000",Casa en venta , Jose Maria Mata - Constitución De La República - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-793825593-ccv9761-constitucion-de-la-republica-propiedad-con-uso-de-suelo-comercial-en-venta-_JM#position=21&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 180 m² construidos | 3 recs. ,"1,150,000",Casa en venta , Turquesa 43 - Estrella - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-831638484-urge-remate-de-amplia-y-bonita-casa-a-5-min-de-la-villa-_JM#position=22&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 240 m² construidos | 3 recs. ,"4,500,000",Casa en venta , Tepetates - Santa Isabel Tola - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-869683424-casa-en-venta-en-gustavo-a-madero-_JM#position=23&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 165 m² construidos | 3 recs. ,"2,600,000",Casa en venta , Calle 1505 45 - San Juan De Aragón 6a Secc. - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-773952179-casa-3-recamaras-san-juan-de-aragon-vi-sec-remate-bancario-_JM#position=24&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 170 m² construidos | 3 recs. ,"6,200,000",Casa en venta , Residencial Zacatenco - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-844630833-venta-yo-renta-de-casa-en-residencial-zacatenco-_JM#position=25&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 240 m² construidos | 3 recs. ,"5,600,000",Casa en venta , San Pedro Zacatenco - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-863393696-casa-en-san-pedro-zacatenco-gp-cdmx-_JM#position=26&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 990 m² construidos | 4 recs. ,"11,900,000",Casa en venta , Garrido 131 - Villa Gustavo A. Madero - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-827849117-gustavo-a-madero-excelente-propiedad-en-venta-_JM#position=27&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 457 m² cubiertos | 3 habs. ,"8,200,000",Casa en venta , 6 de Octubre 25 - San Bartolo Atepehuacan - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-793825595-rcv9781-san-bartolo-atepehuacan-casa-en-venta-_JM#position=28&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 168 m² construidos | 4 habs. ,"5,501,000",Casa en venta , Acueducto De Guadalupe - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-847812127-casa-en-venta-en-gustavo-a-madero-acueducto-de-guadalupe-eg-_JM#position=29&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 265 m² cubiertos | 4 habs. ,"1,941,216",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-854389508-casa-en-defensores-de-la-republica-mx20-jr2206-_JM#position=30&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 110 m² construidos | 3 recs. ,"2,600,000",Casa en venta , Temaca 0 - Aragón Inguaran - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-869058869-casa-de-recuperacion-hipotecaria-col-aragon-inguaran-_JM#position=31&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 166 m² construidos | 3 recs. ,"4,200,000",Casa en venta , ARAGON000 - Villa De Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-853226609-casa-sola-en-venta-villa-de-aragon-_JM#position=32&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 136 m² construidos | 3 recs. ,"2,325,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-861243786-casa-de-remate-en-casas-aleman-gustavo-a-madero-_JM#position=33&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 600 m² construidos | 4 recs. ,"6,400,000",Casa en venta , La Malinche - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-821046373-casa-en-esquina-_JM#position=34&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 210 m² construidos | 4 recs. ,"991,298",Casa en venta , Sosola 566 - Valle Del Tepeyac - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-848254386-remato-casa-a-1km-parque-lindavista-_JM#position=35&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 255 m² construidos | 5 recs. ,"2,800,000",Casa en venta , Norte 56-A 5203 - Tablas De San Agustín - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-777735696-remate-casa-5-recamaras-en-tlablas-de-san-agustin-_JM#position=36&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 222 m² construidos | 3 recs. ,"4,800,000",Casa en venta , Guadalupe Victoria - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-843415282-town-house-eje-central-norte-la-raza-4-niveles-_JM#position=37&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 231 m² cubiertos | 7 recs. ,"2,500,000",Casa en venta , Loma La Palma - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-849327462-casa-sola-en-venta-col-loma-de-la-palma-alcaldia-gustavo-a-madero-ciudad-de-mex-_JM#position=38&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 400 m² totales | 4 habs. ,"12,630,000",Casa en venta , Casa muy Amplia en Colonia Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-870978828-casa-gustavo-a-madero-_JM#position=39&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
 370 m² cubiertos | 5 habs. ,"3,900,000",Casa en venta , Polar - Tepeyac Insurgentes - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-828315113-propiedad-de-remate-bancario-polar-col-tepeyac-insurgentes-gustavo-a-madero-_JM#position=40&type=item&tracking_id=766cb189-fd77-4d21-894b-9561b5cf65a9
